algo,mdp,run,rho_hat
RVIQL,ring,783,1.0
RVIQL,ring,784,1.0
RVIQL,ring,785,1.0
RVIQL,ring,786,1.0
RVIQL,ring,787,1.0
RVIQL,ring,788,1.0
RVIQL,ring,789,1.0
RVIQL,ring,790,1.0
RVIQL,ring,791,1.0
RVIQL,ring,792,1.0
RVIQL,ring,793,1.0
RVIQL,ring,794,1.0
RVIQL,ring,795,1.0
RVIQL,ring,796,1.0
RVIQL,ring,797,1.0
RVIQL,ring,798,1.0
RVIQL,ring,799,1.0
RVIQL,ring,800,1.0
RVIQL,ring,801,1.0
RVIQL,ring,802,1.0
RVIQL,ring,803,1.0
RVIQL,ring,804,1.0
RVIQL,ring,805,1.0
RVIQL,ring,806,1.0
RVIQL,ring,807,1.0
RVIQL,ring,808,1.0
RVIQL,ring,809,1.0
RVIQL,ring,810,1.0
RVIQL,ring,811,1.0
RVIQL,ring,812,1.0
RVIQL,ring,813,1.0
RVIQL,ring,814,1.0
RVIQL,ring,815,1.0
RVIQL,ring,816,1.0
RVIQL,ring,817,1.0
RVIQL,ring,818,1.0
RVIQL,ring,819,1.0
RVIQL,ring,820,1.0
RVIQL,ring,821,1.0
RVIQL,ring,822,1.0
RVIQL,ring,823,1.0
RVIQL,ring,824,1.0
RVIQL,ring,825,1.0
RVIQL,ring,826,1.0
RVIQL,ring,827,1.0
RVIQL,ring,828,1.0
RVIQL,ring,829,1.0
RVIQL,ring,830,1.0
RVIQL,ring,831,1.0
RVIQL,ring,832,1.0
RVIQL,ring,833,1.0
RVIQL,ring,834,1.0
RVIQL,ring,835,1.0
RVIQL,ring,836,1.0
RVIQL,ring,837,1.0
RVIQL,ring,838,1.0
RVIQL,ring,839,1.0
RVIQL,ring,840,1.0
RVIQL,ring,841,1.0
RVIQL,ring,842,1.0
RVIQL,ring,843,1.0
RVIQL,ring,844,1.0
RVIQL,ring,845,1.0
RVIQL,ring,846,1.0
RVIQL,ring,847,1.0
RVIQL,ring,848,1.0
RVIQL,ring,849,1.0
RVIQL,ring,850,1.0
RVIQL,ring,851,1.0
RVIQL,ring,852,1.0
RVIQL,ring,853,1.0
RVIQL,ring,854,1.0
RVIQL,ring,855,1.0
RVIQL,ring,856,1.0
RVIQL,ring,857,1.0
RVIQL,ring,858,1.0
RVIQL,ring,859,1.0
RVIQL,ring,860,1.0
RVIQL,ring,861,1.0
RVIQL,ring,862,1.0
RVIQL,ring,863,1.0
RVIQL,ring,864,1.0
RVIQL,ring,865,1.0
RVIQL,ring,866,1.0
RVIQL,ring,867,1.0
RVIQL,ring,868,1.0
RVIQL,ring,869,1.0
RVIQL,ring,870,1.0
RVIQL,ring,871,1.0
RVIQL,ring,872,1.0
RVIQL,ring,873,1.0
RVIQL,ring,874,1.0
RVIQL,ring,875,1.0
RVIQL,ring,876,1.0
RVIQL,ring,877,1.0
RVIQL,ring,878,1.0
RVIQL,ring,879,1.0
RVIQL,ring,880,1.0
RVIQL,ring,881,1.0
RVIQL,ring,882,1.0
RVIQL,ring,883,1.0
RVIQL,ring,884,1.0
RVIQL,ring,885,1.0
RVIQL,ring,886,1.0
RVIQL,ring,887,1.0
RVIQL,ring,888,1.0
RVIQL,ring,889,1.0
RVIQL,ring,890,1.0
RVIQL,ring,891,1.0
RVIQL,ring,892,1.0
RVIQL,ring,893,1.0
RVIQL,ring,894,1.0
RVIQL,ring,895,1.0
RVIQL,ring,896,1.0
RVIQL,ring,897,1.0
RVIQL,ring,898,1.0
RVIQL,ring,899,1.0
RVIQL,ring,900,1.0
RVIQL,ring,901,1.0
RVIQL,ring,902,1.0
RVIQL,ring,903,1.0
RVIQL,ring,904,1.0
RVIQL,ring,905,1.0
RVIQL,ring,906,1.0
RVIQL,ring,907,1.0
RVIQL,ring,908,1.0
RVIQL,ring,909,1.0
RVIQL,ring,910,1.0
RVIQL,ring,911,1.0
RVIQL,ring,912,1.0
RVIQL,ring,913,1.0
RVIQL,ring,914,1.0
RVIQL,ring,915,1.0
RVIQL,ring,916,1.0
RVIQL,ring,917,1.0
RVIQL,ring,918,1.0
RVIQL,ring,919,1.0
RVIQL,ring,920,1.0
RVIQL,ring,921,1.0
RVIQL,ring,922,1.0
RVIQL,ring,923,1.0
